-1	0.0	51.571873	0	0.0	-1	0	15
-1	0.0	48.133747	0	0.0	-1	0	14
-1	0.0	44.695625	0	0.0	-1	0	13
-1	0.0	41.2575	0	0.0	-1	0	12
-1	0.0	37.819374	0	0.0	-1	0	11
-1	0.0	34.38125	270	0.0	-1	0	10
-1	0.0	30.943125	0	0.0	-1	0	9
-1	0.0	27.505	180	0.0	-1	0	8
-1	0.0	24.066874	270	0.0	-1	0	7
-1	0.0	20.62875	0	0.0	-1	0	6
-1	0.0	17.190624	0	0.0	-1	0	5
-1	0.0	13.7525	0	0.0	-1	0	4
-1	0.0	10.314375	0	0.0	-1	0	3
-1	0.0	6.87625	270	0.0	-1	0	2
-1	0.0	3.438125	180	0.0	-1	0	1
13	0.0	0.0	0	0.0	3	0	0
-1	3.438125	51.571873	0	0.0	-1	1	15
-1	3.438125	48.133747	0	0.0	-1	1	14
-1	3.438125	44.695625	0	0.0	-1	1	13
-1	3.438125	41.2575	0	0.0	-1	1	12
-1	3.438125	37.819374	0	0.0	-1	1	11
-1	3.438125	34.38125	0	0.0	-1	1	10
-1	3.438125	30.943125	180	0.0	-1	1	9
-1	3.438125	27.505	180	0.0	-1	1	8
-1	3.438125	24.066874	180	0.0	-1	1	7
-1	3.438125	20.62875	90	0.0	-1	1	6
-1	3.438125	17.190624	0	0.0	-1	1	5
-1	3.438125	13.7525	90	0.0	-1	1	4
-1	3.438125	10.314375	270	0.0	-1	1	3
-1	3.438125	6.87625	270	0.0	-1	1	2
-1	3.438125	3.438125	180	0.0	-1	1	1
-1	3.438125	0.0	180	0.0	-1	1	0
4324	6.87625	51.571873	180	0.0	-1	2	15
-1	6.87625	48.133747	90	0.0	-1	2	14
-1	6.87625	44.695625	0	0.0	-1	2	13
-1	6.87625	41.2575	0	0.0	-1	2	12
-1	6.87625	37.819374	0	0.0	-1	2	11
-1	6.87625	34.38125	0	0.0	-1	2	10
13	6.87625	30.943125	180	0.0	3	2	9
6557	6.87625	27.505	180	0.0	-1	2	8
8891	6.87625	24.066874	180	0.0	-1	2	7
-1	6.87625	20.62875	90	0.0	-1	2	6
-1	6.87625	17.190624	180	0.0	-1	2	5
6557	6.87625	13.7525	180	0.0	-1	2	4
6557	6.87625	10.314375	180	0.0	-1	2	3
13	6.87625	6.87625	90	0.0	3	2	2
-1	6.87625	3.438125	180	0.0	-1	2	1
-1	6.87625	0.0	180	0.0	-1	2	0
8891	10.314375	51.571873	180	0.0	-1	3	15
8891	10.314375	48.133747	180	0.0	-1	3	14
6557	10.314375	44.695625	180	0.0	-1	3	13
13	10.314375	41.2575	180	0.0	3	3	12
-1	10.314375	37.819374	90	0.0	-1	3	11
6557	10.314375	34.38125	180	0.0	-1	3	10
8891	10.314375	30.943125	180	0.0	-1	3	9
8891	10.314375	27.505	180	0.0	-1	3	8
13	10.314375	24.066874	0	0.0	3	3	7
13	10.314375	20.62875	0	0.0	3	3	6
-1	10.314375	17.190624	0	0.0	-1	3	5
-1	10.314375	13.7525	270	0.0	-1	3	4
-1	10.314375	10.314375	90	0.0	-1	3	3
-1	10.314375	6.87625	0	0.0	-1	3	2
-1	10.314375	3.438125	180	0.0	-1	3	1
-1	10.314375	0.0	270	0.0	-1	3	0
8891	13.7525	51.571873	180	0.0	-1	4	15
8891	13.7525	48.133747	180	0.0	-1	4	14
4324	13.7525	44.695625	270	0.0	-1	4	13
-1	13.7525	41.2575	0	0.0	-1	4	12
-1	13.7525	37.819374	180	0.0	-1	4	11
6557	13.7525	34.38125	180	0.0	-1	4	10
6557	13.7525	30.943125	90	0.0	-1	4	9
13	13.7525	27.505	0	0.0	3	4	8
4324	13.7525	24.066874	180	0.0	-1	4	7
4324	13.7525	20.62875	90	0.0	-1	4	6
-1	13.7525	17.190624	180	0.0	-1	4	5
-1	13.7525	13.7525	90	0.0	-1	4	4
-1	13.7525	10.314375	90	0.0	-1	4	3
-1	13.7525	6.87625	180	0.0	-1	4	2
-1	13.7525	3.438125	180	0.0	-1	4	1
-1	13.7525	0.0	270	0.0	-1	4	0
4324	17.190624	51.571873	270	0.0	-1	5	15
13	17.190624	48.133747	0	0.0	3	5	14
-1	17.190624	44.695625	0	0.0	-1	5	13
-1	17.190624	41.2575	180	0.0	-1	5	12
-1	17.190624	37.819374	180	0.0	-1	5	11
-1	17.190624	34.38125	0	0.0	-1	5	10
-1	17.190624	30.943125	180	0.0	-1	5	9
6557	17.190624	27.505	180	0.0	-1	5	8
8891	17.190624	24.066874	180	0.0	-1	5	7
6557	17.190624	20.62875	90	0.0	-1	5	6
4324	17.190624	17.190624	270	0.0	-1	5	5
-1	17.190624	13.7525	180	0.0	-1	5	4
-1	17.190624	10.314375	90	0.0	-1	5	3
-1	17.190624	6.87625	0	0.0	-1	5	2
-1	17.190624	3.438125	90	0.0	-1	5	1
-1	17.190624	0.0	180	0.0	-1	5	0
-1	20.62875	51.571873	0	0.0	-1	6	15
-1	20.62875	48.133747	0	0.0	-1	6	14
-1	20.62875	44.695625	0	0.0	-1	6	13
-1	20.62875	41.2575	180	0.0	-1	6	12
-1	20.62875	37.819374	180	0.0	-1	6	11
13	20.62875	34.38125	180	0.0	3	6	10
8891	20.62875	30.943125	180	0.0	-1	6	9
8891	20.62875	27.505	180	0.0	-1	6	8
6557	20.62875	24.066874	180	0.0	-1	6	7
9	20.62875	20.62875	90	13.25	1	6	6
-1	20.62875	17.190624	270	0.0	-1	6	5
-1	20.62875	13.7525	0	0.0	-1	6	4
-1	20.62875	10.314375	90	0.0	-1	6	3
-1	20.62875	6.87625	180	0.0	-1	6	2
-1	20.62875	3.438125	270	0.0	-1	6	1
-1	20.62875	0.0	180	0.0	-1	6	0
-1	24.066874	51.571873	0	0.0	-1	7	15
-1	24.066874	48.133747	0	0.0	-1	7	14
-1	24.066874	44.695625	180	0.0	-1	7	13
-1	24.066874	41.2575	180	0.0	-1	7	12
-1	24.066874	37.819374	180	0.0	-1	7	11
6557	24.066874	34.38125	180	0.0	-1	7	10
8891	24.066874	30.943125	180	0.0	-1	7	9
8891	24.066874	27.505	180	0.0	-1	7	8
8891	24.066874	24.066874	180	0.0	-1	7	7
-1	24.066874	20.62875	180	0.0	-1	7	6
-1	24.066874	17.190624	0	0.0	-1	7	5
-1	24.066874	13.7525	0	0.0	-1	7	4
-1	24.066874	10.314375	180	0.0	-1	7	3
-1	24.066874	6.87625	180	0.0	-1	7	2
-1	24.066874	3.438125	0	0.0	-1	7	1
-1	24.066874	0.0	180	0.0	-1	7	0
-1	27.505	51.571873	0	0.0	-1	8	15
-1	27.505	48.133747	0	0.0	-1	8	14
-1	27.505	44.695625	180	0.0	-1	8	13
-1	27.505	41.2575	180	0.0	-1	8	12
-1	27.505	37.819374	180	0.0	-1	8	11
8891	27.505	34.38125	180	0.0	-1	8	10
8891	27.505	30.943125	180	0.0	-1	8	9
8891	27.505	27.505	180	0.0	-1	8	8
7547	27.505	24.066874	180	0.0	-1	8	7
-1	27.505	20.62875	90	0.0	-1	8	6
-1	27.505	17.190624	180	0.0	-1	8	5
-1	27.505	13.7525	270	0.0	-1	8	4
-1	27.505	10.314375	180	0.0	-1	8	3
-1	27.505	6.87625	180	0.0	-1	8	2
-1	27.505	3.438125	180	0.0	-1	8	1
-1	27.505	0.0	90	0.0	-1	8	0
-1	30.943125	51.571873	0	0.0	-1	9	15
-1	30.943125	48.133747	0	0.0	-1	9	14
-1	30.943125	44.695625	180	0.0	-1	9	13
-1	30.943125	41.2575	180	0.0	-1	9	12
-1	30.943125	37.819374	180	0.0	-1	9	11
8891	30.943125	34.38125	180	0.0	-1	9	10
8891	30.943125	30.943125	180	0.0	-1	9	9
10002	30.943125	27.505	180	0.0	-1	9	8
5051	30.943125	24.066874	90	0.0	-1	9	7
-1	30.943125	20.62875	180	0.0	-1	9	6
-1	30.943125	17.190624	270	0.0	-1	9	5
14	30.943125	13.7525	180	7.0	1	9	4
4	30.943125	10.314375	180	7.0	0	9	3
-1	30.943125	6.87625	90	0.0	-1	9	2
-1	30.943125	3.438125	90	0.0	-1	9	1
-1	30.943125	0.0	0	0.0	-1	9	0
-1	34.38125	51.571873	0	0.0	-1	10	15
-1	34.38125	48.133747	0	0.0	-1	10	14
-1	34.38125	44.695625	180	0.0	-1	10	13
-1	34.38125	41.2575	180	0.0	-1	10	12
-1	34.38125	37.819374	180	0.0	-1	10	11
6557	34.38125	34.38125	180	0.0	-1	10	10
8891	34.38125	30.943125	180	0.0	-1	10	9
12224	34.38125	27.505	180	0.0	-1	10	8
13335	34.38125	24.066874	180	0.0	-1	10	7
5204	34.38125	20.62875	180	0.0	-1	10	6
-1	34.38125	17.190624	90	0.0	-1	10	5
-1	34.38125	13.7525	180	0.0	-1	10	4
4	34.38125	10.314375	270	7.0	0	10	3
9668	34.38125	6.87625	90	0.0	-1	10	2
-1	34.38125	3.438125	90	0.0	-1	10	1
-1	34.38125	0.0	180	0.0	-1	10	0
-1	37.819374	51.571873	180	0.0	-1	11	15
-1	37.819374	48.133747	270	0.0	-1	11	14
-1	37.819374	44.695625	90	0.0	-1	11	13
-1	37.819374	41.2575	180	0.0	-1	11	12
-1	37.819374	37.819374	180	0.0	-1	11	11
6557	37.819374	34.38125	180	0.0	-1	11	10
13335	37.819374	30.943125	180	0.0	-1	11	9
13335	37.819374	27.505	180	0.0	-1	11	8
13335	37.819374	24.066874	180	0.0	-1	11	7
9668	37.819374	20.62875	90	0.0	-1	11	6
-1	37.819374	17.190624	0	0.0	-1	11	5
-1	37.819374	13.7525	180	0.0	-1	11	4
-1	37.819374	10.314375	180	0.0	-1	11	3
4	37.819374	6.87625	90	7.0	0	11	2
-1	37.819374	3.438125	90	0.0	-1	11	1
-1	37.819374	0.0	90	0.0	-1	11	0
-1	41.2575	51.571873	180	0.0	-1	12	15
-1	41.2575	48.133747	180	0.0	-1	12	14
-1	41.2575	44.695625	180	0.0	-1	12	13
-1	41.2575	41.2575	180	0.0	-1	12	12
-1	41.2575	37.819374	180	0.0	-1	12	11
13	41.2575	34.38125	270	0.0	3	12	10
12224	41.2575	30.943125	180	0.0	-1	12	9
13335	41.2575	27.505	180	0.0	-1	12	8
13335	41.2575	24.066874	180	0.0	-1	12	7
13335	41.2575	20.62875	180	0.0	-1	12	6
-1	41.2575	17.190624	90	0.0	-1	12	5
-1	41.2575	13.7525	90	0.0	-1	12	4
0	41.2575	10.314375	180	2.0	1	12	3
9668	41.2575	6.87625	180	0.0	-1	12	2
-1	41.2575	3.438125	90	0.0	-1	12	1
-1	41.2575	0.0	90	0.0	-1	12	0
-1	44.695625	51.571873	0	0.0	-1	13	15
-1	44.695625	48.133747	180	0.0	-1	13	14
-1	44.695625	44.695625	90	0.0	-1	13	13
-1	44.695625	41.2575	90	0.0	-1	13	12
-1	44.695625	37.819374	0	0.0	-1	13	11
-1	44.695625	34.38125	270	0.0	-1	13	10
10002	44.695625	30.943125	180	0.0	-1	13	9
13335	44.695625	27.505	180	0.0	-1	13	8
13335	44.695625	24.066874	180	0.0	-1	13	7
13335	44.695625	20.62875	180	0.0	-1	13	6
-1	44.695625	17.190624	0	0.0	-1	13	5
0	44.695625	13.7525	180	2.0	1	13	4
9668	44.695625	10.314375	180	0.0	-1	13	3
13335	44.695625	6.87625	180	0.0	-1	13	2
13335	44.695625	3.438125	180	0.0	-1	13	1
9668	44.695625	0.0	180	0.0	-1	13	0
-1	48.133747	51.571873	180	0.0	-1	14	15
-1	48.133747	48.133747	180	0.0	-1	14	14
-1	48.133747	44.695625	180	0.0	-1	14	13
-1	48.133747	41.2575	180	0.0	-1	14	12
-1	48.133747	37.819374	180	0.0	-1	14	11
-1	48.133747	34.38125	180	0.0	-1	14	10
13	48.133747	30.943125	270	0.0	3	14	9
12224	48.133747	27.505	180	0.0	-1	14	8
13335	48.133747	24.066874	180	0.0	-1	14	7
9668	48.133747	20.62875	180	0.0	-1	14	6
-1	48.133747	17.190624	0	0.0	-1	14	5
9668	48.133747	13.7525	90	0.0	-1	14	4
9668	48.133747	10.314375	90	0.0	-1	14	3
-1	48.133747	6.87625	0	0.0	-1	14	2
-1	48.133747	3.438125	270	0.0	-1	14	1
0	48.133747	0.0	0	2.0	1	14	0
-1	51.571873	51.571873	90	0.0	-1	15	15
-1	51.571873	48.133747	90	0.0	-1	15	14
-1	51.571873	44.695625	180	0.0	-1	15	13
-1	51.571873	41.2575	180	0.0	-1	15	12
-1	51.571873	37.819374	180	0.0	-1	15	11
-1	51.571873	34.38125	180	0.0	-1	15	10
-1	51.571873	30.943125	270	0.0	-1	15	9
-1	51.571873	27.505	270	0.0	-1	15	8
-1	51.571873	24.066874	270	0.0	-1	15	7
9668	51.571873	20.62875	180	0.0	-1	15	6
0	51.571873	17.190624	0	2.0	1	15	5
-1	51.571873	13.7525	90	0.0	-1	15	4
-1	51.571873	10.314375	0	0.0	-1	15	3
-1	51.571873	6.87625	90	0.0	-1	15	2
-1	51.571873	3.438125	90	0.0	-1	15	1
4324	51.571873	0.0	180	0.0	-1	15	0
